age,workclass,fnlwgt,education,educational-num,marital-status,occupation,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
42,Self-emp,195897,HS-grad,4,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
35,Private,233571,HS-grad,4,Divorced,Other-service,White,Female,0,0,50,United-States,<=50K
31,Private,312667,9th-12th,3,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
36,Self-emp,219155,Some-college,5,Married,Sales,White,Male,0,0,50,United-States,>50K
48,Private,229846,Assoc-voc,6,Divorced,Other-service,White,Female,0,0,40,United-States,<=50K
51,Private,163606,Some-college,5,Divorced,Adm-clerical,White,Female,0,0,40,United-States,<=50K
59,Private,157932,HS-grad,4,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
39,Private,80410,Bachelors,8,Unmarried,Exec-managerial,White,Male,0,0,40,United-States,<=50K
46,Self-emp,256909,HS-grad,4,Separated,Farming-fishing,White,Male,> 0,0,45,United-States,<=50K
20,Private,263612,Some-college,5,Unmarried,Adm-clerical,Black,Female,0,0,40,Other,<=50K
46,Government,111163,HS-grad,4,Separated,Adm-clerical,White,Female,0,0,38,United-States,<=50K
29,Private,34292,HS-grad,4,Unmarried,Other-service,White,Male,0,0,38,United-States,<=50K
33,Private,125856,HS-grad,4,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
37,Private,53232,Prof-school,10,Unmarried,Prof-specialty,Other,Female,0,0,55,United-States,>50K
56,Private,71388,9th-12th,3,Separated,Other-service,Black,Female,0,0,40,United-States,<=50K
47,Private,155107,HS-grad,4,Married,Tech-support,White,Male,0,0,40,United-States,<=50K
52,Private,308764,Some-college,5,Divorced,Exec-managerial,White,Female,0,0,40,United-States,<=50K
26,Private,60722,Bachelors,8,Unmarried,Prof-specialty,Other,Female,0,0,40,United-States,<=50K
28,Private,64940,Some-college,5,Unmarried,Other-service,White,Female,0,0,30,United-States,<=50K
20,Private,388156,Some-college,5,Unmarried,Prof-specialty,White,Male,0,0,24,United-States,<=50K
20,Private,37932,HS-grad,4,Unmarried,Other-service,White,Male,0,0,45,United-States,<=50K
33,Private,131934,HS-grad,4,Divorced,Exec-managerial,White,Female,0,0,45,United-States,<=50K
40,Government,287008,HS-grad,4,Married,Other-service,White,Male,0,0,40,United-States,<=50K
30,Private,149427,HS-grad,4,Unmarried,Craft-repair,White,Male,0,0,35,United-States,<=50K
37,Private,77820,Bachelors,8,Married,Exec-managerial,White,Male,0,0,50,United-States,>50K
20,Private,344492,HS-grad,4,Separated,Sales,White,Female,0,0,26,United-States,<=50K
51,Private,201062,HS-grad,4,Married,Other-service,Black,Female,0,0,40,Other,<=50K
31,Private,188961,Assoc-acdm,7,Unmarried,Tech-support,White,Female,0,0,40,United-States,<=50K
48,Private,162096,9th-12th,3,Married,Machine-op-inspct,Other,Female,0,0,45,Other,<=50K
21,Self-emp,409230,Some-college,5,Unmarried,Adm-clerical,White,Male,0,0,30,United-States,<=50K
27,Private,150767,Some-college,5,Unmarried,Machine-op-inspct,White,Male,0,0,48,United-States,<=50K
48,Government,28419,Bachelors,8,Divorced,Exec-managerial,White,Male,0,0,40,United-States,<=50K
31,Private,203463,Masters,9,Unmarried,Exec-managerial,White,Female,> 0,0,40,United-States,>50K
65,Government,209280,Masters,9,Married,Prof-specialty,White,Male,> 0,0,35,United-States,>50K
38,Private,216572,HS-grad,4,Separated,Other-service,Black,Female,0,0,40,United-States,<=50K
36,Private,272944,Bachelors,8,Married,Exec-managerial,White,Male,0,> 0,40,United-States,>50K
53,Private,287927,HS-grad,4,Divorced,Sales,White,Female,0,0,60,Other,<=50K
39,Government,314822,Some-college,5,Married,Adm-clerical,Black,Male,0,0,40,United-States,<=50K
35,Government,302149,Bachelors,8,Married,Sales,Other,Male,> 0,0,40,Other,>50K
45,Private,88061,9th-12th,3,Separated,Machine-op-inspct,Other,Female,0,0,40,Other,<=50K
58,Self-emp,147653,9th-12th,3,Married,Craft-repair,White,Female,0,> 0,35,United-States,>50K
53,Private,96062,Assoc-voc,6,Married,Craft-repair,White,Male,0,0,40,United-States,>50K
47,Private,154117,HS-grad,4,Separated,Craft-repair,White,Female,0,0,40,United-States,<=50K
44,Self-emp,115896,Assoc-voc,6,Separated,Prof-specialty,White,Female,0,0,40,United-States,<=50K
22,Private,214399,Some-college,5,Unmarried,Sales,White,Female,0,0,30,United-States,<=50K
29,Private,184806,Assoc-acdm,7,Unmarried,Other-service,White,Male,0,0,20,United-States,<=50K
26,Private,117833,Bachelors,8,Unmarried,Exec-managerial,White,Female,0,> 0,50,United-States,<=50K
39,Private,175232,Some-college,5,Married,Prof-specialty,White,Male,0,0,50,United-States,<=50K
53,Private,358056,9th-12th,3,Divorced,Other-service,White,Female,0,0,40,United-States,<=50K
20,Private,151888,Some-college,5,Unmarried,Craft-repair,White,Male,0,0,40,United-States,<=50K
28,Private,95566,1st-8th,2,Separated,Other-service,Other,Female,0,0,35,Other,<=50K
19,Private,231688,Some-college,5,Unmarried,Machine-op-inspct,White,Male,0,0,20,United-States,<=50K
45,Private,26502,Bachelors,8,Married,Craft-repair,White,Male,0,0,72,United-States,>50K
27,Private,37088,9th-12th,3,Unmarried,Other-service,White,Male,0,0,30,United-States,<=50K
46,Private,428405,Bachelors,8,Married,Exec-managerial,White,Male,0,0,40,United-States,>50K
25,Private,248851,Bachelors,8,Unmarried,Other-service,White,Male,0,0,40,United-States,<=50K
25,Private,181814,9th-12th,3,Married,Adm-clerical,White,Female,0,0,40,United-States,<=50K
47,Self-emp,355978,Doctorate,11,Married,Transport-moving,White,Male,0,> 0,45,United-States,<=50K
40,Private,180032,Masters,9,Unmarried,Prof-specialty,White,Female,0,> 0,40,United-States,<=50K
35,Private,234962,HS-grad,4,Unmarried,Machine-op-inspct,White,Male,0,0,40,Other,<=50K
17,Private,110798,9th-12th,3,Unmarried,Sales,White,Female,0,0,20,United-States,<=50K
58,Private,201011,1st-8th,2,Separated,Other-service,White,Female,0,0,24,United-States,<=50K
45,Self-emp,256866,Some-college,5,Married,Sales,White,Male,> 0,0,40,United-States,<=50K
45,Private,216414,Masters,9,Married,Tech-support,White,Male,0,0,50,United-States,>50K
36,Private,64874,Masters,9,Married,Prof-specialty,White,Male,0,0,60,United-States,>50K
59,Private,190748,HS-grad,4,Married,Adm-clerical,White,Female,0,0,40,United-States,<=50K
43,Private,150519,Some-college,5,Married,Prof-specialty,White,Male,0,0,40,United-States,>50K
56,Private,95763,9th-12th,3,Divorced,Craft-repair,White,Male,0,0,45,United-States,<=50K
38,Government,307404,Some-college,5,Divorced,Adm-clerical,White,Female,0,0,40,United-States,<=50K
30,Private,39054,HS-grad,4,Married,Exec-managerial,White,Male,0,0,65,United-States,>50K
45,Private,252079,Masters,9,Married,Exec-managerial,White,Male,0,0,40,United-States,>50K
32,Private,76773,Some-college,5,Divorced,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
52,Private,117496,Bachelors,8,Divorced,Prof-specialty,White,Female,0,> 0,40,United-States,>50K
24,Private,313956,Bachelors,8,Married,Prof-specialty,White,Male,0,0,40,United-States,>50K
38,Private,452353,Some-college,5,Divorced,Adm-clerical,White,Female,0,0,40,United-States,<=50K
46,Government,216214,Bachelors,8,Married,Prof-specialty,White,Male,0,0,35,United-States,>50K
64,Self-emp,30664,Assoc-voc,6,Married,Farming-fishing,White,Male,0,0,30,United-States,<=50K
46,Private,148995,HS-grad,4,Married,Sales,White,Male,0,0,40,United-States,>50K
64,Government,161926,HS-grad,4,Married,Prof-specialty,White,Male,0,0,8,United-States,<=50K
17,Private,132680,9th-12th,3,Unmarried,Other-service,White,Female,0,> 0,10,United-States,<=50K
28,Private,209109,Bachelors,8,Married,Other-service,White,Male,0,0,50,United-States,<=50K
45,Government,236586,Masters,9,Married,Prof-specialty,White,Male,> 0,0,55,United-States,>50K
24,Private,232328,9th-12th,3,Divorced,Other-service,White,Female,0,0,35,United-States,<=50K
37,Private,349116,HS-grad,4,Unmarried,Sales,Black,Male,0,0,44,United-States,<=50K
35,Private,341643,Bachelors,8,Unmarried,Sales,White,Male,0,0,55,United-States,<=50K
25,Private,207965,Bachelors,8,Unmarried,Other-service,White,Female,0,0,60,United-States,<=50K
17,Private,355559,9th-12th,3,Unmarried,Prof-specialty,White,Male,0,0,18,United-States,<=50K
30,Private,176862,Assoc-voc,6,Married,Prof-specialty,White,Male,0,0,40,United-States,<=50K
47,Government,186256,Assoc-acdm,7,Married,Exec-managerial,White,Male,> 0,0,40,United-States,>50K
42,Private,176286,Assoc-acdm,7,Married,Exec-managerial,White,Male,0,0,40,United-States,>50K
40,Private,202565,Assoc-acdm,7,Married,Sales,White,Male,0,0,52,United-States,<=50K
20,Government,114365,HS-grad,4,Unmarried,Adm-clerical,White,Female,0,0,40,United-States,<=50K
51,Private,222615,HS-grad,4,Married,Machine-op-inspct,White,Male,0,0,40,United-States,>50K
50,Private,344621,HS-grad,4,Divorced,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
42,Self-emp,133584,Some-college,5,Married,Craft-repair,White,Male,0,0,40,Other,<=50K
55,Government,136819,HS-grad,4,Married,Other-service,White,Male,0,0,40,United-States,<=50K
26,Self-emp,137795,Bachelors,8,Married,Exec-managerial,White,Male,0,0,20,United-States,<=50K
23,Government,265148,Bachelors,8,Unmarried,Prof-specialty,White,Male,0,0,40,United-States,<=50K
40,Private,223881,Some-college,5,Divorced,Tech-support,White,Male,0,0,50,United-States,<=50K
46,Government,297759,Some-college,5,Divorced,Tech-support,White,Female,0,0,40,United-States,<=50K
31,Self-emp,209213,HS-grad,4,Unmarried,Sales,Black,Male,0,0,40,United-States,<=50K
40,Government,86912,Doctorate,11,Married,Prof-specialty,White,Male,0,0,50,United-States,>50K
60,Private,113440,Bachelors,8,Divorced,Exec-managerial,White,Male,0,0,60,United-States,<=50K
46,Private,176552,9th-12th,3,Divorced,Prof-specialty,Other,Male,0,0,40,United-States,>50K
42,Private,118947,Bachelors,8,Married,Exec-managerial,White,Male,0,0,40,United-States,>50K
36,Self-emp,102729,Assoc-acdm,7,Married,Prof-specialty,White,Male,0,0,70,United-States,<=50K
56,Government,204021,HS-grad,4,Married,Craft-repair,White,Male,0,0,40,United-States,>50K
18,Private,280298,HS-grad,4,Unmarried,Sales,White,Female,0,0,24,United-States,<=50K
22,Private,156822,9th-12th,3,Unmarried,Sales,White,Female,0,> 0,25,United-States,<=50K
48,Self-emp,102102,9th-12th,3,Married,Craft-repair,White,Male,0,0,55,United-States,<=50K
33,Private,83231,HS-grad,4,Married,Other-service,White,Female,0,0,40,United-States,<=50K
61,Private,190682,HS-grad,4,Separated,Craft-repair,Black,Female,0,> 0,50,United-States,<=50K
44,Self-emp,208277,HS-grad,4,Married,Machine-op-inspct,White,Female,0,0,45,United-States,<=50K
27,Private,255582,HS-grad,4,Unmarried,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
27,Private,29261,Some-college,5,Unmarried,Sales,White,Male,0,0,50,United-States,<=50K
22,Private,361608,HS-grad,4,Unmarried,Adm-clerical,White,Female,0,0,40,United-States,<=50K
44,Government,60735,Bachelors,8,Divorced,Prof-specialty,White,Female,0,0,60,United-States,<=50K
51,Private,215647,HS-grad,4,Divorced,Prof-specialty,White,Female,0,0,43,United-States,<=50K
52,Private,208570,Assoc-voc,6,Divorced,Tech-support,White,Female,0,0,40,United-States,<=50K
38,Government,65706,Some-college,5,Divorced,Exec-managerial,White,Female,0,0,38,United-States,<=50K
46,Private,45363,Prof-school,10,Divorced,Prof-specialty,White,Male,0,> 0,40,United-States,>50K
37,Private,184964,Masters,9,Divorced,Exec-managerial,White,Male,0,0,45,United-States,>50K
27,Private,209292,HS-grad,4,Unmarried,Sales,Black,Female,0,0,32,Other,<=50K
52,Private,204226,Bachelors,8,Divorced,Craft-repair,White,Male,0,0,40,United-States,<=50K
47,Private,186534,HS-grad,4,Married,Sales,White,Male,0,0,55,United-States,>50K
51,Private,25031,Some-college,5,Married,Exec-managerial,White,Female,0,0,10,United-States,>50K
49,Private,200949,9th-12th,3,Unmarried,Other-service,White,Female,0,0,38,Other,<=50K
30,Self-emp,123397,Some-college,5,Divorced,Other-service,White,Female,0,0,30,United-States,<=50K
20,Private,177896,HS-grad,4,Unmarried,Handlers-cleaners,Black,Male,0,0,40,United-States,<=50K
21,Private,221661,HS-grad,4,Unmarried,Sales,White,Female,0,0,35,United-States,<=50K
55,Self-emp,204387,Bachelors,8,Married,Sales,White,Male,0,0,40,United-States,>50K
36,Private,31438,HS-grad,4,Divorced,Transport-moving,White,Male,0,0,43,United-States,<=50K
20,Government,138371,Some-college,5,Unmarried,Farming-fishing,White,Male,0,0,32,United-States,<=50K
17,Private,260978,9th-12th,3,Unmarried,Other-service,White,Male,0,0,14,Other,<=50K
23,Private,308498,9th-12th,3,Unmarried,Craft-repair,White,Male,0,0,18,United-States,<=50K
44,Government,307468,Assoc-voc,6,Married,Other-service,White,Male,0,0,50,United-States,>50K
35,Government,199674,HS-grad,4,Unmarried,Other-service,Black,Female,0,0,40,United-States,<=50K
43,Private,214242,HS-grad,4,Married,Machine-op-inspct,White,Male,0,0,40,Other,<=50K
26,Private,164938,HS-grad,4,Married,Sales,White,Male,0,0,40,United-States,<=50K
48,Private,119471,Doctorate,11,Married,Prof-specialty,Other,Male,0,0,40,Other,>50K
32,Private,355700,Prof-school,10,Married,Prof-specialty,White,Female,> 0,0,60,United-States,>50K
24,Private,160398,9th-12th,3,Unmarried,Farming-fishing,White,Male,0,0,30,United-States,<=50K
33,Self-emp,199539,HS-grad,4,Married,Transport-moving,White,Male,0,0,65,United-States,<=50K
57,Self-emp,247337,HS-grad,4,Married,Sales,White,Male,0,0,72,United-States,<=50K
35,Private,141276,HS-grad,4,Unmarried,Machine-op-inspct,Black,Female,0,0,40,United-States,<=50K
21,Private,92898,HS-grad,4,Unmarried,Adm-clerical,White,Female,0,0,40,United-States,<=50K
51,Private,193720,HS-grad,4,Married,Craft-repair,White,Male,0,0,42,United-States,<=50K
35,Private,210945,HS-grad,4,Married,Tech-support,White,Male,> 0,0,38,United-States,>50K
29,Government,195520,Masters,9,Married,Prof-specialty,White,Male,0,0,40,United-States,<=50K
19,Private,283945,9th-12th,3,Unmarried,Handlers-cleaners,White,Male,0,> 0,45,United-States,<=50K
39,Private,80004,HS-grad,4,Married,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
22,Private,366139,Some-college,5,Married,Tech-support,White,Female,0,0,40,United-States,<=50K
43,Government,438427,Some-college,5,Divorced,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
23,Private,419554,HS-grad,4,Married,Exec-managerial,White,Male,0,0,54,United-States,<=50K
42,Private,384508,9th-12th,3,Divorced,Sales,White,Male,> 0,0,50,Other,<=50K
48,Private,352614,HS-grad,4,Married,Prof-specialty,White,Male,> 0,0,40,United-States,>50K
36,Private,176634,Bachelors,8,Married,Sales,White,Female,0,0,35,United-States,>50K
40,Private,121718,Bachelors,8,Divorced,Exec-managerial,White,Male,0,0,55,United-States,>50K
34,Self-emp,108247,Prof-school,10,Married,Prof-specialty,White,Male,0,0,55,United-States,>50K
29,Private,67306,HS-grad,4,Unmarried,Adm-clerical,Other,Female,0,0,40,United-States,<=50K
27,Private,104423,HS-grad,4,Unmarried,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
22,Government,316438,HS-grad,4,Unmarried,Prof-specialty,White,Male,0,0,35,United-States,<=50K
45,Self-emp,160167,9th-12th,3,Married,Craft-repair,White,Male,0,0,70,United-States,<=50K
38,Government,534775,Some-college,5,Unmarried,Tech-support,Black,Female,0,0,50,United-States,<=50K
52,Private,311931,1st-8th,2,Married,Sales,White,Female,0,0,15,Other,<=50K
45,Government,319666,Prof-school,10,Divorced,Prof-specialty,White,Female,0,0,43,United-States,<=50K
46,Private,203039,Bachelors,8,Married,Sales,White,Male,0,0,48,United-States,<=50K
54,Private,339518,Assoc-acdm,7,Separated,Machine-op-inspct,Other,Female,0,0,40,Other,<=50K
29,Private,241607,HS-grad,4,Unmarried,Craft-repair,White,Male,> 0,0,40,United-States,<=50K
21,Government,218445,Some-college,5,Unmarried,Adm-clerical,White,Female,0,0,40,Other,<=50K
65,Government,179985,HS-grad,4,Divorced,Adm-clerical,White,Female,0,0,40,United-States,<=50K
38,Private,156728,Bachelors,8,Married,Adm-clerical,White,Male,0,0,56,United-States,<=50K
36,Private,224531,Bachelors,8,Married,Sales,White,Male,0,0,50,United-States,>50K
48,Private,167159,HS-grad,4,Unmarried,Adm-clerical,White,Male,0,0,40,United-States,<=50K
27,Government,122540,Some-college,5,Unmarried,Craft-repair,White,Male,0,0,40,United-States,<=50K
51,Government,164300,HS-grad,4,Separated,Adm-clerical,White,Female,0,0,40,Other,<=50K
48,Private,158685,HS-grad,4,Divorced,Other-service,White,Female,0,0,16,United-States,<=50K
48,Private,238726,HS-grad,4,Separated,Adm-clerical,White,Female,0,0,40,United-States,<=50K
35,Private,219902,HS-grad,4,Separated,Transport-moving,Black,Female,0,0,48,United-States,<=50K
32,Government,402361,HS-grad,4,Unmarried,Adm-clerical,White,Male,0,0,40,United-States,<=50K
40,Private,277507,HS-grad,4,Separated,Handlers-cleaners,White,Male,0,> 0,40,United-States,<=50K
31,Private,243142,HS-grad,4,Divorced,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
36,Self-emp,240810,9th-12th,3,Unmarried,Craft-repair,White,Male,0,0,40,United-States,<=50K
40,Private,104892,Bachelors,8,Married,Tech-support,White,Male,0,0,40,United-States,<=50K
41,Private,338740,Bachelors,8,Married,Craft-repair,White,Male,0,0,50,United-States,>50K
26,Private,197292,HS-grad,4,Unmarried,Adm-clerical,White,Female,0,0,50,United-States,<=50K
51,Private,457357,HS-grad,4,Married,Craft-repair,White,Male,0,0,45,United-States,<=50K
17,Private,159849,9th-12th,3,Unmarried,Other-service,White,Female,0,0,30,United-States,<=50K
37,Government,180667,HS-grad,4,Married,Other-service,White,Male,0,0,40,United-States,<=50K
45,Private,202560,Assoc-acdm,7,Separated,Adm-clerical,White,Female,0,0,40,United-States,>50K
48,Private,168262,Bachelors,8,Married,Sales,White,Male,0,0,25,United-States,>50K
38,Private,38145,HS-grad,4,Married,Sales,White,Male,0,0,44,United-States,<=50K
35,Private,141896,9th-12th,3,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
49,Private,165134,Assoc-voc,6,Unmarried,Exec-managerial,White,Female,0,0,35,Other,<=50K
56,Private,187355,Some-college,5,Divorced,Sales,White,Female,0,0,40,United-States,<=50K
48,Private,36228,HS-grad,4,Divorced,Transport-moving,White,Male,0,0,44,United-States,<=50K
36,Private,269318,Bachelors,8,Married,Exec-managerial,White,Male,0,0,50,United-States,>50K
47,Private,140644,HS-grad,4,Married,Exec-managerial,White,Male,0,0,40,United-States,>50K
25,Government,77661,Bachelors,8,Unmarried,Exec-managerial,White,Female,0,> 0,40,United-States,>50K
58,Private,293399,9th-12th,3,Separated,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
59,Private,194290,HS-grad,4,Married,Farming-fishing,White,Male,0,0,48,United-States,<=50K
50,Private,104501,HS-grad,4,Married,Craft-repair,White,Male,0,0,40,United-States,>50K
42,Government,108183,Masters,9,Married,Prof-specialty,Other,Male,0,> 0,40,Other,>50K
51,Private,128143,Some-college,5,Married,Craft-repair,White,Male,0,0,40,United-States,>50K
36,Private,73023,HS-grad,4,Divorced,Craft-repair,White,Male,0,0,55,United-States,<=50K
51,Private,120914,1st-8th,2,Married,Craft-repair,White,Male,> 0,0,40,United-States,<=50K
63,Self-emp,124015,Masters,9,Separated,Prof-specialty,White,Male,0,0,40,United-States,>50K
44,Private,304530,Some-college,5,Divorced,Craft-repair,White,Male,0,0,55,United-States,<=50K
24,Private,237341,Some-college,5,Married,Prof-specialty,White,Female,0,0,40,United-States,>50K
38,Private,161016,Some-college,5,Divorced,Prof-specialty,White,Female,0,0,32,United-States,<=50K
26,Private,94477,Some-college,5,Married,Transport-moving,White,Male,> 0,0,55,United-States,>50K
36,Private,180150,9th-12th,3,Divorced,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
44,Private,105862,Some-college,5,Married,Exec-managerial,White,Female,0,0,70,United-States,>50K
28,Private,189530,Assoc-acdm,7,Married,Prof-specialty,White,Male,0,0,40,United-States,>50K
24,Private,136310,Some-college,5,Married,Tech-support,White,Male,0,0,40,United-States,<=50K
38,Self-emp,22245,HS-grad,4,Married,Exec-managerial,White,Male,0,0,50,United-States,<=50K
44,Government,128586,Bachelors,8,Unmarried,Farming-fishing,White,Male,0,0,40,United-States,<=50K
32,Private,263908,Bachelors,8,Married,Prof-specialty,White,Male,0,0,40,United-States,<=50K
47,Private,132912,Some-college,5,Married,Exec-managerial,White,Male,0,0,55,United-States,>50K
20,Private,105312,Some-college,5,Unmarried,Sales,White,Female,0,0,18,United-States,<=50K
30,Private,196963,Assoc-acdm,7,Unmarried,Tech-support,White,Female,0,0,15,United-States,<=50K
42,Private,159911,HS-grad,4,Married,Other-service,White,Female,0,0,24,United-States,<=50K
35,Private,22463,HS-grad,4,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
36,Government,180220,HS-grad,4,Married,Exec-managerial,White,Male,0,0,50,United-States,<=50K
23,Private,423453,HS-grad,4,Unmarried,Sales,Black,Female,0,0,16,United-States,<=50K
41,Private,298161,Assoc-voc,6,Divorced,Adm-clerical,White,Female,0,0,40,Other,<=50K
34,Private,182714,HS-grad,4,Separated,Other-service,White,Female,0,0,35,United-States,<=50K
46,Private,219967,Assoc-acdm,7,Married,Sales,White,Male,> 0,0,45,United-States,>50K
35,Private,108540,HS-grad,4,Married,Craft-repair,White,Male,> 0,0,40,United-States,<=50K
54,Self-emp,406468,HS-grad,4,Married,Sales,Black,Male,0,0,40,United-States,<=50K
43,Self-emp,180985,Bachelors,8,Separated,Craft-repair,White,Male,0,0,35,United-States,<=50K
29,Private,146764,Some-college,5,Divorced,Adm-clerical,White,Female,0,0,35,United-States,<=50K
49,Private,278322,Bachelors,8,Married,Machine-op-inspct,White,Male,0,0,40,United-States,>50K
39,Government,121838,HS-grad,4,Divorced,Other-service,Black,Female,0,0,40,United-States,<=50K
25,Private,199143,HS-grad,4,Divorced,Craft-repair,White,Male,0,0,40,United-States,<=50K
30,Private,78530,HS-grad,4,Unmarried,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
47,Private,359461,Bachelors,8,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
23,Government,23438,HS-grad,4,Unmarried,Prof-specialty,White,Female,0,0,40,United-States,<=50K
41,Private,142717,Some-college,5,Divorced,Tech-support,Black,Female,0,0,36,United-States,<=50K
60,Self-emp,148492,HS-grad,4,Married,Craft-repair,White,Male,0,> 0,50,United-States,>50K
33,Self-emp,190027,Masters,9,Unmarried,Exec-managerial,Black,Female,0,0,70,United-States,>50K
45,Government,263982,Some-college,5,Divorced,Prof-specialty,White,Female,0,0,40,United-States,<=50K
39,Government,195148,Some-college,5,Married,Sales,White,Male,0,0,40,United-States,<=50K
19,Private,98605,Some-college,5,Unmarried,Other-service,White,Female,0,0,20,United-States,<=50K
27,Self-emp,193868,HS-grad,4,Unmarried,Sales,White,Male,0,0,50,United-States,<=50K
32,Private,211239,Some-college,5,Married,Exec-managerial,White,Female,0,0,40,United-States,>50K
22,Private,102632,Some-college,5,Married,Exec-managerial,White,Male,0,0,45,United-States,<=50K
26,Private,262413,HS-grad,4,Unmarried,Handlers-cleaners,White,Female,0,0,40,Other,<=50K
31,Private,118901,Bachelors,8,Divorced,Adm-clerical,White,Female,0,0,45,United-States,<=50K
27,Private,120126,Bachelors,8,Married,Sales,White,Male,0,0,75,United-States,>50K
28,Private,186239,Some-college,5,Unmarried,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
26,Private,164488,Masters,9,Married,Prof-specialty,White,Male,0,> 0,40,United-States,>50K
28,Private,206088,Bachelors,8,Unmarried,Sales,White,Female,0,0,40,United-States,<=50K
42,Private,138662,Some-college,5,Separated,Adm-clerical,White,Female,0,0,40,United-States,<=50K
48,Private,115358,1st-8th,2,Married,Other-service,Black,Female,0,0,15,United-States,<=50K
32,Private,183356,HS-grad,4,Unmarried,Craft-repair,White,Male,0,0,40,United-States,<=50K
48,Government,40666,HS-grad,4,Married,Other-service,White,Male,0,0,40,United-States,<=50K
25,Private,189656,Bachelors,8,Unmarried,Tech-support,White,Male,0,0,60,United-States,>50K
42,Private,144002,HS-grad,4,Married,Exec-managerial,White,Male,0,0,50,United-States,>50K
17,Private,128617,9th-12th,3,Unmarried,Handlers-cleaners,White,Male,0,0,26,United-States,<=50K
23,Private,200207,HS-grad,4,Divorced,Handlers-cleaners,White,Male,0,0,44,United-States,<=50K
38,Private,206520,HS-grad,4,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
19,Private,400195,HS-grad,4,Unmarried,Other-service,White,Male,0,0,20,United-States,<=50K
24,Private,100321,Bachelors,8,Married,Prof-specialty,White,Male,0,0,45,United-States,<=50K
25,Private,223426,Assoc-voc,6,Unmarried,Sales,White,Male,0,0,65,Other,>50K
36,Private,177907,Bachelors,8,Unmarried,Other-service,White,Male,> 0,0,20,United-States,<=50K
37,Private,73199,HS-grad,4,Married,Handlers-cleaners,Other,Male,0,0,40,United-States,>50K
32,Private,408328,1st-8th,2,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
65,Self-emp,135517,1st-8th,2,Married,Craft-repair,White,Male,0,0,40,United-States,<=50K
57,Government,21626,Some-college,5,Divorced,Other-service,White,Male,0,0,40,United-States,<=50K
30,Private,96480,Assoc-voc,6,Unmarried,Adm-clerical,White,Female,0,0,32,United-States,<=50K
56,Self-emp,205601,Doctorate,11,Married,Prof-specialty,White,Male,> 0,0,70,United-States,>50K
57,Government,148509,Bachelors,8,Married,Prof-specialty,Other,Male,0,0,35,Other,<=50K
45,Government,182470,Some-college,5,Married,Tech-support,White,Male,0,0,40,United-States,>50K
21,Private,240517,Some-college,5,Unmarried,Machine-op-inspct,White,Female,0,0,70,United-States,<=50K
40,Government,183096,9th-12th,3,Married,Other-service,White,Female,0,0,40,Other,>50K
20,Government,188950,Some-college,5,Unmarried,Other-service,White,Male,0,0,25,United-States,<=50K
34,Private,236543,Some-college,5,Unmarried,Exec-managerial,White,Male,0,> 0,40,United-States,<=50K
55,Government,153788,Some-college,5,Married,Adm-clerical,White,Female,0,0,37,United-States,<=50K
26,Private,40915,Bachelors,8,Unmarried,Adm-clerical,White,Female,0,0,40,United-States,<=50K
54,Private,170562,Some-college,5,Married,Exec-managerial,White,Male,0,0,48,United-States,>50K
44,Self-emp,234767,Masters,9,Married,Prof-specialty,White,Male,0,0,30,United-States,>50K
35,Private,225172,HS-grad,4,Married,Exec-managerial,White,Male,0,0,60,United-States,>50K
40,Private,43546,Some-college,5,Divorced,Machine-op-inspct,White,Female,0,0,48,United-States,<=50K
59,Government,197290,9th-12th,3,Married,Other-service,White,Male,0,0,40,United-States,<=50K
48,Private,83407,Masters,9,Married,Prof-specialty,White,Male,0,0,50,United-States,>50K
52,Private,152373,Some-college,5,Married,Sales,White,Male,0,0,40,United-States,<=50K
38,Private,233717,Some-college,5,Divorced,Exec-managerial,Black,Male,0,0,60,United-States,<=50K
46,Government,308077,Prof-school,10,Separated,Prof-specialty,White,Female,0,0,40,Other,>50K
43,Private,178983,Masters,9,Separated,Sales,White,Female,> 0,0,50,United-States,<=50K
30,Private,154882,Prof-school,10,Separated,Other-service,White,Male,0,0,35,United-States,<=50K
30,Private,206046,HS-grad,4,Married,Craft-repair,White,Male,0,> 0,40,United-States,>50K
22,Self-emp,269474,HS-grad,4,Unmarried,Farming-fishing,White,Male,0,0,40,United-States,<=50K
